latitude,longitude,elevation,timestamp
-38.2,41.59999999999999,0,2023-02-07 13:59:11
-38.2,43.399999999999984,0,2023-06-23 00:49:48
-38.2,45.19999999999998,0,2024-01-04 17:30:29
-38.2,46.99999999999998,0,2023-02-01 08:56:36
-38.2,48.799999999999976,0,2023-05-28 08:20:34
-38.2,50.59999999999997,0,2023-10-14 03:39:19
-38.2,52.39999999999997,0,2024-04-26 12:40:00
-38.2,54.19999999999997,0,2024-07-31 17:27:46
-38.2,55.999999999999964,0,2023-11-07 10:27:06
-38.2,57.79999999999996,0,2024-06-03 03:38:31
-38.2,59.59999999999996,0,2023-05-13 07:23:28
-38.2,61.399999999999956,0,2023-07-23 14:00:24
-38.2,63.19999999999995,0,2023-09-18 10:11:27
-38.2,64.99999999999996,0,2024-04-05 17:09:53
-38.2,66.79999999999995,0,2023-10-29 04:47:46
-38.2,68.59999999999995,0,2023-06-18 21:54:40
-38.2,70.39999999999995,0,2023-05-21 02:23:16
-38.2,72.19999999999995,0,2024-04-02 17:48:04
-38.2,73.99999999999994,0,2023-02-26 07:41:00
-38.2,75.79999999999994,0,2023-08-15 23:21:34
-38.2,77.59999999999994,0,2024-08-12 19:18:34
-38.2,79.39999999999993,0,2024-07-14 17:24:57
-38.2,81.19999999999993,0,2024-04-08 06:17:53
-38.2,82.99999999999993,0,2023-06-08 07:27:12
-38.2,84.79999999999993,0,2023-12-09 00:28:27
-38.2,86.59999999999992,0,2024-08-03 05:26:36
-38.2,88.39999999999992,0,2023-11-24 09:28:15
-38.2,90.19999999999992,0,2024-01-30 13:36:11
-38.2,91.99999999999991,0,2024-03-23 21:48:23
-38.2,93.79999999999991,0,2024-03-06 14:29:27
-38.2,95.59999999999991,0,2023-08-03 22:15:48
-38.2,97.3999999999999,0,2023-09-23 03:05:13
-38.2,99.1999999999999,0,2023-11-05 18:08:36
-36.400000000000006,20.0,0,2023-05-30 16:34:27
-36.400000000000006,21.8,0,2023-07-22 20:57:15
-36.400000000000006,23.6,0,2024-03-18 16:12:31
-36.400000000000006,25.400000000000002,0,2024-04-30 04:53:56
-36.400000000000006,27.200000000000003,0,2023-12-12 16:01:44
-36.400000000000006,29.000000000000004,0,2024-03-24 00:49:57
-36.400000000000006,30.800000000000004,0,2023-03-12 15:54:03
-36.400000000000006,32.6,0,2023-05-23 11:26:06
-36.400000000000006,34.4,0,2024-02-07 11:49:54
-36.400000000000006,36.199999999999996,0,2023-02-03 19:56:54
-36.400000000000006,37.99999999999999,0,2023-03-01 13:29:11
-36.400000000000006,39.79999999999999,0,2023-06-23 06:33:41
-36.400000000000006,41.59999999999999,0,2023-12-01 12:06:32
-36.400000000000006,43.399999999999984,0,2023-07-06 20:20:15
-36.400000000000006,45.19999999999998,0,2023-05-24 18:07:09
-36.400000000000006,46.99999999999998,0,2023-07-27 12:41:48
-36.400000000000006,48.799999999999976,0,2024-02-20 14:22:57
-36.400000000000006,50.59999999999997,0,2023-01-24 08:56:40
-36.400000000000006,52.39999999999997,0,2023-12-12 04:11:24
-36.400000000000006,54.19999999999997,0,2024-04-12 12:04:16
-36.400000000000006,55.999999999999964,0,2024-02-04 11:14:20
-36.400000000000006,57.79999999999996,0,2023-10-29 06:54:01
-36.400000000000006,59.59999999999996,0,2024-02-08 10:20:41
-36.400000000000006,61.399999999999956,0,2024-05-24 05:22:35
-36.400000000000006,63.19999999999995,0,2023-11-26 08:37:36
-36.400000000000006,64.99999999999996,0,2023-08-11 05:16:23
-36.400000000000006,66.79999999999995,0,2023-08-28 03:10:05
-36.400000000000006,68.59999999999995,0,2023-07-20 23:30:43
-36.400000000000006,70.39999999999995,0,2024-08-01 13:43:54
-36.400000000000006,72.19999999999995,0,2023-10-16 00:38:03
-36.400000000000006,73.99999999999994,0,2024-06-20 18:13:06
-36.400000000000006,75.79999999999994,0,2023-07-13 03:22:22
-36.400000000000006,77.59999999999994,0,2024-05-30 00:27:32
-36.400000000000006,79.39999999999993,0,2023-05-24 22:09:30
-36.400000000000006,81.19999999999993,0,2023-09-29 21:52:13
-36.400000000000006,82.99999999999993,0,2024-08-26 17:41:52
-36.400000000000006,84.79999999999993,0,2023-12-03 01:49:13
-36.400000000000006,86.59999999999992,0,2023-10-25 09:04:48
-36.400000000000006,88.39999999999992,0,2023-05-12 01:46:21
-36.400000000000006,90.19999999999992,0,2023-05-11 13:01:52
-36.400000000000006,91.99999999999991,0,2023-04-23 19:40:20
-36.400000000000006,93.79999999999991,0,2023-03-07 03:01:49
-36.400000000000006,95.59999999999991,0,2024-03-08 20:33:51
-36.400000000000006,97.3999999999999,0,2023-05-20 00:35:45
-36.400000000000006,99.1999999999999,0,2023-04-24 01:28:49
-34.60000000000001,20.0,0,2023-03-16 12:51:07
-34.60000000000001,21.8,0,2023-02-03 13:57:52
-34.60000000000001,23.6,0,2024-07-28 13:29:17
-34.60000000000001,25.400000000000002,0,2024-01-10 02:08:58
-34.60000000000001,27.200000000000003,0,2024-05-14 11:39:25
-34.60000000000001,29.000000000000004,0,2023-05-05 00:49:29
-34.60000000000001,30.800000000000004,0,2024-06-21 01:03:58
-34.60000000000001,32.6,0,2023-05-04 09:05:45
-34.60000000000001,34.4,0,2023-10-31 05:04:13
-34.60000000000001,36.199999999999996,0,2023-03-14 07:37:49
-34.60000000000001,37.99999999999999,0,2023-08-23 01:54:58
-34.60000000000001,39.79999999999999,0,2024-08-01 18:01:23
-34.60000000000001,41.59999999999999,0,2024-05-15 23:57:06
-34.60000000000001,43.399999999999984,0,2023-02-26 00:12:28
-34.60000000000001,45.19999999999998,0,2024-01-23 22:48:57
-34.60000000000001,46.99999999999998,0,2024-08-22 13:57:48
-34.60000000000001,48.799999999999976,0,2023-07-17 22:46:50
-34.60000000000001,50.59999999999997,0,2023-03-28 14:28:08
-34.60000000000001,52.39999999999997,0,2024-02-06 03:45:35
-34.60000000000001,54.19999999999997,0,2023-01-04 09:18:56
-34.60000000000001,55.999999999999964,0,2024-04-22 10:51:49
-34.60000000000001,57.79999999999996,0,2023-04-28 03:58:39
-34.60000000000001,59.59999999999996,0,2024-04-02 00:15:26
-34.60000000000001,61.399999999999956,0,2023-12-08 19:38:58
-34.60000000000001,63.19999999999995,0,2023-12-05 06:04:10
-34.60000000000001,64.99999999999996,0,2023-03-04 05:38:13
-34.60000000000001,66.79999999999995,0,2023-08-13 10:10:01
-34.60000000000001,68.59999999999995,0,2023-03-23 19:37:37
-34.60000000000001,70.39999999999995,0,2024-07-08 18:59:35
-34.60000000000001,72.19999999999995,0,2023-01-05 14:45:44
-34.60000000000001,73.99999999999994,0,2023-09-04 06:52:06
-34.60000000000001,75.79999999999994,0,2023-09-25 16:53:58
-34.60000000000001,77.59999999999994,0,2023-08-11 23:18:27
-34.60000000000001,79.39999999999993,0,2023-06-19 12:27:18
-34.60000000000001,81.19999999999993,0,2024-08-29 03:39:48
-34.60000000000001,82.99999999999993,0,2024-08-02 15:21:14
-34.60000000000001,84.79999999999993,0,2023-09-09 06:05:42
-34.60000000000001,86.59999999999992,0,2023-09-26 19:22:39
-34.60000000000001,88.39999999999992,0,2023-07-22 20:28:47
-34.60000000000001,90.19999999999992,0,2024-04-20 20:02:32
-34.60000000000001,91.99999999999991,0,2024-01-22 02:42:30
-34.60000000000001,93.79999999999991,0,2023-11-27 07:39:47
-34.60000000000001,95.59999999999991,0,2024-01-07 04:24:59
-34.60000000000001,97.3999999999999,0,2023-05-31 00:32:00
-34.60000000000001,99.1999999999999,0,2023-05-04 22:46:13
-32.80000000000001,20.0,0,2023-12-09 05:27:10
-32.80000000000001,21.8,0,2024-03-17 08:04:20
-32.80000000000001,23.6,0,2024-08-13 19:12:23
-32.80000000000001,25.400000000000002,0,2024-03-11 12:11:21
-32.80000000000001,27.200000000000003,0,2023-05-21 17:42:35
-32.80000000000001,29.000000000000004,0,2024-01-26 01:38:30
-32.80000000000001,30.800000000000004,0,2023-05-19 00:01:29
-32.80000000000001,32.6,0,2024-04-11 01:52:42
-32.80000000000001,34.4,0,2024-08-10 00:04:20
-32.80000000000001,36.199999999999996,0,2024-05-09 06:48:29
-32.80000000000001,37.99999999999999,0,2023-03-11 21:54:59
-32.80000000000001,39.79999999999999,0,2023-10-02 20:47:31
-32.80000000000001,41.59999999999999,0,2023-09-02 02:53:13
-32.80000000000001,43.399999999999984,0,2024-07-19 07:34:23
-32.80000000000001,45.19999999999998,0,2024-05-16 11:35:49
-32.80000000000001,46.99999999999998,0,2023-03-30 17:03:22
-32.80000000000001,48.799999999999976,0,2023-07-14 00:00:38
-32.80000000000001,50.59999999999997,0,2024-02-02 04:16:28
-32.80000000000001,52.39999999999997,0,2023-07-27 17:20:59
-32.80000000000001,54.19999999999997,0,2024-04-25 08:07:28
-32.80000000000001,55.999999999999964,0,2023-09-04 03:11:12
-32.80000000000001,57.79999999999996,0,2023-05-28 06:56:05
-32.80000000000001,59.59999999999996,0,2024-07-15 11:55:25
-32.80000000000001,61.399999999999956,0,2023-04-24 20:09:53
-32.80000000000001,63.19999999999995,0,2024-02-14 21:07:32
-32.80000000000001,64.99999999999996,0,2024-08-19 09:47:03
-32.80000000000001,66.79999999999995,0,2023-05-10 07:33:00
-32.80000000000001,68.59999999999995,0,2023-06-28 15:12:16
-32.80000000000001,70.39999999999995,0,2024-05-15 16:34:51
-32.80000000000001,72.19999999999995,0,2024-08-03 22:49:05
-32.80000000000001,73.99999999999994,0,2023-07-27 07:46:56
-32.80000000000001,75.79999999999994,0,2023-08-07 22:51:48
-32.80000000000001,77.59999999999994,0,2023-08-20 12:11:48
-32.80000000000001,79.39999999999993,0,2023-11-10 15:05:32
-32.80000000000001,81.19999999999993,0,2024-06-03 00:23:33
-32.80000000000001,82.99999999999993,0,2023-03-23 17:09:15
-32.80000000000001,84.79999999999993,0,2024-02-09 21:42:46
-32.80000000000001,86.59999999999992,0,2023-06-17 15:24:13
-32.80000000000001,88.39999999999992,0,2024-03-12 23:41:25
-32.80000000000001,90.19999999999992,0,2023-05-07 10:35:53
-32.80000000000001,91.99999999999991,0,2024-06-05 17:42:28
-32.80000000000001,93.79999999999991,0,2024-08-21 07:34:19
-32.80000000000001,95.59999999999991,0,2024-05-22 21:13:11
-32.80000000000001,97.3999999999999,0,2024-02-11 00:30:58
-32.80000000000001,99.1999999999999,0,2023-01-09 18:18:12
-31.00000000000001,20.0,0,2023-05-19 20:58:12
-31.00000000000001,21.8,0,2024-02-09 19:14:27
-31.00000000000001,23.6,0,2023-02-03 19:44:49
-31.00000000000001,25.400000000000002,0,2023-09-15 20:20:16
-31.00000000000001,27.200000000000003,0,2023-11-07 12:09:47
-31.00000000000001,29.000000000000004,0,2023-02-11 07:42:44
-31.00000000000001,30.800000000000004,0,2023-11-30 19:26:36
-31.00000000000001,32.6,0,2024-01-21 03:31:48
-31.00000000000001,34.4,0,2023-09-15 05:28:23
-31.00000000000001,36.199999999999996,0,2023-04-19 20:08:39
-31.00000000000001,37.99999999999999,0,2023-06-30 11:41:10
-31.00000000000001,39.79999999999999,0,2023-08-30 16:59:02
-31.00000000000001,41.59999999999999,0,2024-08-09 03:11:44
-31.00000000000001,43.399999999999984,0,2024-07-01 13:28:59
-31.00000000000001,45.19999999999998,0,2023-06-16 18:35:59
-31.00000000000001,46.99999999999998,0,2024-06-11 20:55:24
-31.00000000000001,48.799999999999976,0,2023-11-26 23:54:13
-31.00000000000001,50.59999999999997,0,2024-08-27 14:05:41
-31.00000000000001,52.39999999999997,0,2023-09-10 16:45:41
-31.00000000000001,54.19999999999997,0,2024-08-20 19:20:57
-31.00000000000001,55.999999999999964,0,2023-10-19 23:45:00
-31.00000000000001,57.79999999999996,0,2024-07-24 16:23:13
-31.00000000000001,59.59999999999996,0,2023-05-03 16:49:18
-31.00000000000001,61.399999999999956,0,2024-03-24 05:46:57
-31.00000000000001,63.19999999999995,0,2023-11-11 18:22:29
-31.00000000000001,64.99999999999996,0,2024-06-03 20:39:32
-31.00000000000001,66.79999999999995,0,2024-04-07 01:45:08
-31.00000000000001,68.59999999999995,0,2023-12-30 07:19:42
-31.00000000000001,70.39999999999995,0,2023-03-31 04:37:59
-31.00000000000001,72.19999999999995,0,2023-08-06 00:49:36
-31.00000000000001,73.99999999999994,0,2023-02-14 17:07:07
-31.00000000000001,75.79999999999994,0,2023-08-24 06:37:13
-31.00000000000001,77.59999999999994,0,2024-01-10 18:20:59
-31.00000000000001,79.39999999999993,0,2023-02-17 17:20:03
-31.00000000000001,81.19999999999993,0,2023-07-21 22:07:22
-31.00000000000001,82.99999999999993,0,2023-12-09 13:51:14
-31.00000000000001,84.79999999999993,0,2023-08-09 14:32:02
-31.00000000000001,86.59999999999992,0,2023-12-30 02:10:07
-31.00000000000001,88.39999999999992,0,2023-08-07 20:34:34
-31.00000000000001,90.19999999999992,0,2023-11-02 16:15:24
-31.00000000000001,91.99999999999991,0,2023-08-06 15:54:10
-31.00000000000001,93.79999999999991,0,2023-08-25 05:50:44
-31.00000000000001,95.59999999999991,0,2024-05-30 05:57:41
-31.00000000000001,97.3999999999999,0,2024-05-20 02:12:54
-31.00000000000001,99.1999999999999,0,2023-02-03 16:28:55
-29.20000000000001,20.0,0,2023-01-08 02:43:04
-29.20000000000001,21.8,0,2023-06-02 10:32:41
-29.20000000000001,23.6,0,2023-06-02 15:54:02
-29.20000000000001,25.400000000000002,0,2024-01-28 17:08:04
-29.20000000000001,27.200000000000003,0,2023-09-11 21:31:27
-29.20000000000001,29.000000000000004,0,2023-05-31 13:25:41
-29.20000000000001,30.800000000000004,0,2023-10-18 18:39:39
-29.20000000000001,32.6,0,2024-08-12 19:08:56
-29.20000000000001,34.4,0,2023-11-04 00:15:28
-29.20000000000001,36.199999999999996,0,2023-01-14 02:13:35
-29.20000000000001,37.99999999999999,0,2023-04-06 12:10:45
-29.20000000000001,39.79999999999999,0,2023-05-24 02:22:57
-29.20000000000001,41.59999999999999,0,2023-10-21 10:57:05
-29.20000000000001,43.399999999999984,0,2023-01-12 04:42:12
-29.20000000000001,45.19999999999998,0,2024-08-22 09:20:50
-29.20000000000001,46.99999999999998,0,2023-05-14 09:53:31
-29.20000000000001,48.799999999999976,0,2023-11-22 23:33:49
-29.20000000000001,50.59999999999997,0,2023-07-11 15:42:35
-29.20000000000001,52.39999999999997,0,2023-07-17 08:58:07
-29.20000000000001,54.19999999999997,0,2024-01-19 19:19:50
-29.20000000000001,55.999999999999964,0,2024-02-21 06:07:25
-29.20000000000001,57.79999999999996,0,2024-02-25 08:06:28
-29.20000000000001,59.59999999999996,0,2023-12-14 08:30:16
-29.20000000000001,61.399999999999956,0,2023-05-25 16:30:49
-29.20000000000001,63.19999999999995,0,2023-08-13 23:57:26
-29.20000000000001,64.99999999999996,0,2023-02-14 23:49:01
-29.20000000000001,66.79999999999995,0,2023-03-11 11:32:01
-29.20000000000001,68.59999999999995,0,2024-07-25 02:31:59
-29.20000000000001,70.39999999999995,0,2023-04-13 02:25:08
-29.20000000000001,72.19999999999995,0,2024-08-14 10:31:48
-29.20000000000001,73.99999999999994,0,2024-08-18 02:33:09
-29.20000000000001,75.79999999999994,0,2023-07-26 22:13:20
-29.20000000000001,77.59999999999994,0,2023-09-25 12:26:38
-29.20000000000001,79.39999999999993,0,2024-08-24 16:54:32
-29.20000000000001,81.19999999999993,0,2023-01-12 12:56:26
-29.20000000000001,82.99999999999993,0,2024-02-16 04:38:40
-29.20000000000001,84.79999999999993,0,2023-01-30 03:30:12
-29.20000000000001,86.59999999999992,0,2024-02-26 01:32:34
-29.20000000000001,88.39999999999992,0,2024-01-06 04:10:25
-29.20000000000001,90.19999999999992,0,2024-04-20 20:13:58
-29.20000000000001,91.99999999999991,0,2024-03-04 01:58:21
-29.20000000000001,93.79999999999991,0,2023-09-10 14:36:22
-29.20000000000001,95.59999999999991,0,2023-07-16 05:32:24
-29.20000000000001,97.3999999999999,0,2024-01-28 20:34:58
-29.20000000000001,99.1999999999999,0,2023-06-09 10:03:16
-27.40000000000001,20.0,0,2023-12-06 01:21:01
-27.40000000000001,21.8,0,2023-12-11 14:19:44
-27.40000000000001,23.6,0,2023-06-02 02:12:11
-27.40000000000001,25.400000000000002,0,2023-09-01 02:34:11
-27.40000000000001,27.200000000000003,0,2024-08-20 11:07:52
-27.40000000000001,29.000000000000004,0,2023-08-12 09:10:53
-27.40000000000001,30.800000000000004,0,2024-08-27 12:39:54
-27.40000000000001,32.6,0,2023-11-01 13:37:13
-27.40000000000001,34.4,0,2024-08-02 09:14:22
-27.40000000000001,36.199999999999996,0,2023-04-27 08:32:44
-27.40000000000001,37.99999999999999,0,2024-01-28 19:56:00
-27.40000000000001,39.79999999999999,0,2023-09-04 01:26:24
-27.40000000000001,41.59999999999999,0,2024-07-16 23:50:57
-27.40000000000001,43.399999999999984,0,2024-07-23 23:38:13
-27.40000000000001,45.19999999999998,0,2024-02-16 22:33:53
-27.40000000000001,46.99999999999998,0,2023-04-14 16:00:08
-27.40000000000001,48.799999999999976,0,2023-12-23 19:38:31
-27.40000000000001,50.59999999999997,0,2023-08-27 23:15:25
-27.40000000000001,52.39999999999997,0,2023-01-20 14:27:12
-27.40000000000001,54.19999999999997,0,2023-02-18 16:59:09
-27.40000000000001,55.999999999999964,0,2023-11-21 13:04:01
-27.40000000000001,57.79999999999996,0,2023-03-13 18:29:15
-27.40000000000001,59.59999999999996,0,2023-02-06 03:23:02
-27.40000000000001,61.399999999999956,0,2023-05-19 20:17:05
-27.40000000000001,63.19999999999995,0,2023-03-03 14:35:58
-27.40000000000001,64.99999999999996,0,2023-04-26 03:58:17
-27.40000000000001,66.79999999999995,0,2023-11-17 01:35:29
-27.40000000000001,68.59999999999995,0,2023-08-01 04:39:07
-27.40000000000001,70.39999999999995,0,2024-03-10 23:00:16
-27.40000000000001,72.19999999999995,0,2023-03-19 13:02:26
-27.40000000000001,73.99999999999994,0,2023-02-07 17:34:29
-27.40000000000001,75.79999999999994,0,2023-02-06 04:27:31
-27.40000000000001,77.59999999999994,0,2023-10-11 12:31:42
-27.40000000000001,79.39999999999993,0,2023-09-06 13:52:26
-27.40000000000001,81.19999999999993,0,2023-04-22 23:34:52
-27.40000000000001,82.99999999999993,0,2024-01-18 23:59:11
-27.40000000000001,84.79999999999993,0,2023-05-27 08:16:27
-27.40000000000001,86.59999999999992,0,2024-07-10 03:54:36
-27.40000000000001,88.39999999999992,0,2023-02-20 09:49:14
-27.40000000000001,90.19999999999992,0,2023-09-03 07:16:43
-27.40000000000001,91.99999999999991,0,2023-12-06 04:06:05
-27.40000000000001,93.79999999999991,0,2023-02-10 08:52:05
-27.40000000000001,95.59999999999991,0,2023-04-30 20:09:48
-27.40000000000001,97.3999999999999,0,2023-06-23 07:04:24
-27.40000000000001,99.1999999999999,0,2024-08-26 19:56:28
-25.60000000000001,20.0,0,2023-06-10 21:00:35
-25.60000000000001,21.8,0,2023-04-15 21:14:23
-25.60000000000001,23.6,0,2023-09-05 16:55:24
-25.60000000000001,25.400000000000002,0,2023-08-08 07:37:04
-25.60000000000001,27.200000000000003,0,2024-08-14 04:17:37
-25.60000000000001,29.000000000000004,0,2023-07-19 20:13:44
-25.60000000000001,30.800000000000004,0,2023-02-18 07:00:22
-25.60000000000001,32.6,0,2023-08-10 19:31:33
-25.60000000000001,34.4,0,2023-04-28 07:19:33
-25.60000000000001,36.199999999999996,0,2024-01-08 10:57:21
-25.60000000000001,37.99999999999999,0,2023-05-17 16:37:50
-25.60000000000001,39.79999999999999,0,2023-05-13 15:41:46
-25.60000000000001,41.59999999999999,0,2024-08-03 18:58:48
-25.60000000000001,43.399999999999984,0,2023-06-01 05:14:15
-25.60000000000001,45.19999999999998,0,2024-03-16 18:06:55
-25.60000000000001,46.99999999999998,0,2023-08-10 18:17:55
-25.60000000000001,48.799999999999976,0,2024-05-12 17:54:51
-25.60000000000001,50.59999999999997,0,2024-01-12 05:29:42
-25.60000000000001,52.39999999999997,0,2023-01-10 11:08:02
-25.60000000000001,54.19999999999997,0,2024-02-29 07:47:48
-25.60000000000001,55.999999999999964,0,2024-01-24 23:22:57
-25.60000000000001,57.79999999999996,0,2023-09-20 15:08:04
-25.60000000000001,59.59999999999996,0,2024-07-02 07:59:07
-25.60000000000001,61.399999999999956,0,2023-11-20 21:29:09
-25.60000000000001,63.19999999999995,0,2023-02-21 16:17:31
-25.60000000000001,64.99999999999996,0,2023-12-23 04:42:11
-25.60000000000001,66.79999999999995,0,2023-02-21 00:12:18
-25.60000000000001,68.59999999999995,0,2023-01-27 21:18:23
-25.60000000000001,70.39999999999995,0,2023-03-09 11:14:36
-25.60000000000001,72.19999999999995,0,2023-07-13 08:42:47
-25.60000000000001,73.99999999999994,0,2024-07-09 12:20:40
-25.60000000000001,75.79999999999994,0,2024-07-15 00:10:57
-25.60000000000001,77.59999999999994,0,2023-10-02 07:32:39
-25.60000000000001,79.39999999999993,0,2023-05-27 14:55:18
-25.60000000000001,81.19999999999993,0,2023-08-11 09:52:49
-25.60000000000001,82.99999999999993,0,2023-03-10 17:24:54
-25.60000000000001,84.79999999999993,0,2023-12-20 11:07:11
-25.60000000000001,86.59999999999992,0,2023-06-24 19:43:29
-25.60000000000001,88.39999999999992,0,2023-06-17 06:38:45
-25.60000000000001,90.19999999999992,0,2024-04-12 21:40:09
-25.60000000000001,91.99999999999991,0,2023-01-24 11:06:39
-25.60000000000001,93.79999999999991,0,2024-01-25 19:46:19
-25.60000000000001,95.59999999999991,0,2024-01-03 23:48:36
-25.60000000000001,97.3999999999999,0,2024-03-06 06:26:33
-25.60000000000001,99.1999999999999,0,2024-05-05 06:21:53
-23.800000000000008,20.0,0,2023-08-10 07:21:43
-23.800000000000008,21.8,0,2023-04-03 23:40:02
-23.800000000000008,23.6,0,2023-02-10 23:37:03
-23.800000000000008,25.400000000000002,0,2023-03-17 07:17:17
-23.800000000000008,27.200000000000003,0,2023-08-25 08:23:06
-23.800000000000008,29.000000000000004,0,2024-07-15 20:04:10
-23.800000000000008,30.800000000000004,0,2023-07-29 22:56:15
-23.800000000000008,32.6,0,2023-10-09 17:10:34
-23.800000000000008,34.4,0,2024-05-19 15:20:29
-23.800000000000008,36.199999999999996,0,2023-12-30 21:20:00
-23.800000000000008,37.99999999999999,0,2023-02-27 06:22:53
-23.800000000000008,39.79999999999999,0,2023-08-29 15:01:46
-23.800000000000008,41.59999999999999,0,2023-02-04 10:41:16
-23.800000000000008,43.399999999999984,0,2023-12-24 12:22:57
-23.800000000000008,45.19999999999998,0,2023-03-27 12:36:36
-23.800000000000008,46.99999999999998,0,2023-09-24 22:21:09
-23.800000000000008,48.799999999999976,0,2023-12-17 18:03:55
-23.800000000000008,50.59999999999997,0,2023-10-21 20:49:21
-23.800000000000008,52.39999999999997,0,2023-11-26 21:03:18
-23.800000000000008,54.19999999999997,0,2024-03-02 18:07:46
-23.800000000000008,55.999999999999964,0,2023-12-26 17:54:50
-23.800000000000008,57.79999999999996,0,2023-03-04 00:01:24
-23.800000000000008,59.59999999999996,0,2024-03-29 15:36:43
-23.800000000000008,61.399999999999956,0,2024-07-03 03:52:18
-23.800000000000008,63.19999999999995,0,2023-05-14 02:05:51
-23.800000000000008,64.99999999999996,0,2024-01-14 15:05:27
-23.800000000000008,66.79999999999995,0,2024-01-05 11:02:47
-23.800000000000008,68.59999999999995,0,2023-05-17 09:44:16
-23.800000000000008,70.39999999999995,0,2024-03-18 17:04:34
-23.800000000000008,72.19999999999995,0,2023-09-03 05:11:27
-23.800000000000008,73.99999999999994,0,2023-02-22 01:49:05
-23.800000000000008,75.79999999999994,0,2024-05-30 00:57:19
-23.800000000000008,77.59999999999994,0,2023-09-05 00:22:06
-23.800000000000008,79.39999999999993,0,2024-04-04 02:26:51
-23.800000000000008,81.19999999999993,0,2023-09-16 04:47:34
-23.800000000000008,82.99999999999993,0,2023-05-03 05:48:02
-23.800000000000008,84.79999999999993,0,2023-05-05 06:38:22
-23.800000000000008,86.59999999999992,0,2024-06-18 01:52:07
-23.800000000000008,88.39999999999992,0,2023-08-14 18:41:45
-23.800000000000008,90.19999999999992,0,2024-01-09 19:16:20
-23.800000000000008,91.99999999999991,0,2023-10-06 06:41:25
-23.800000000000008,93.79999999999991,0,2023-03-17 10:48:22
-23.800000000000008,95.59999999999991,0,2024-01-30 19:00:55
-23.800000000000008,97.3999999999999,0,2023-10-27 04:28:36
-23.800000000000008,99.1999999999999,0,2023-08-06 12:31:33
-22.000000000000007,20.0,0,2023-07-23 08:52:25
-22.000000000000007,21.8,0,2023-02-14 21:51:18
-22.000000000000007,23.6,0,2023-10-25 15:41:33
-22.000000000000007,25.400000000000002,0,2024-04-29 23:04:03
